scale_factor,10,12,14,19,3,6,7,9
1,0.270783752,0.381933443,0.028930722,0.428501854,0.049038389,0.286194018,0.419976138,0.630323118
2,0.469145397,0.666838499,0.030778678,0.824615605,0.053159537,0.464767349,0.78396681,1.231002478
3,0.674376355,1.038743546,0.031173823,1.209153983,0.050082442,0.676640176,1.155382497,2.791424928
4,0.852950512,1.263631202,0.029577527,1.563027598,0.058969334,0.869395965,1.760789734,3.11520173
5,0.60789058,1.426996982,0.03068696,1.458019811,0.059132923,1.010344352,2.079669937,155.976159442
6,0.69053622,1.65457444,0.031341381,1.631767968,0.057737423,1.202757702,100.719455803,227.587585613
7,0.780444394,1.906529643,0.034663012,1.832500771,0.067893583,1.354625773,129.695763431,303.774595
8,1.503738639,2.156200438,0.028455995,2.128772204,0.060595098,1.592318649,181.380965197,393.033310805
9,1.756082736,2.408651548,0.037682573,2.439413295,0.067774339,1.793535674,217.235848937,497.059171692
10,1.947313591,2.697862139,0.031911454,2.635358677,0.078286574,2.026606538,268.357682865,3737.456489017
