scale_factor,query,formula(s),counting(s),why(s)
6,3_tpch.sql,.217551953,.221406646,.074974687
6,7_tpch.sql,21.801327125,9.613943745,19.492595300
6,9_tpch.sql,28.904360459,19.575281577,25.361215138
6,10_tpch.sql,1.442233097,1.159429301,1.074264700
6,12_tpch.sql,363.225859752,35.398866309,1166.698472535
6,14_tpch.sql,.088304548,.036618087,.037655605
6,19_tpch.sql,2.572869831,2.441072600,2.524396008
