scale_factor,query,time(s)
1,1_tpch.sql,1.54372107390000000000
2,1_tpch.sql,3.06657198180000000000
3,1_tpch.sql,4.46175410010000000000
4,1_tpch.sql,5.85390171320000000000
5,1_tpch.sql,7.27748914900000000000
6,1_tpch.sql,8.73489948880000000000
7,1_tpch.sql,10.17277738370000000000
8,1_tpch.sql,11.66272773590000000000
9,1_tpch.sql,12.93570950240000000000
10,1_tpch.sql,14.26519077760000000000
