scale_factor,10,12,14,19,3,6,7,9
1,0.258618497,0.878072412,0.030955027,0.091368315,0.056018288,0.063619716,0.487399716,1.992483486
2,0.463589539,1.767454539,0.031626048,0.088580622,0.055275069,0.060300669,0.907471508,3.905170776
3,0.669721286,2.968118195,0.032218641,0.38624691,0.056734478,0.064642295,1.376600801,6.727042331
4,0.836840408,3.798851097,0.033441476,0.42793499,0.059470735,0.05969604,2.217592219,8.857151738
5,1.040489796,4.54137195,0.033184401,0.05874163,0.06070014,0.059999833,2.68979089,11.166500593
6,1.219194008,5.055571808,0.033537008,0.389824698,0.063462986,0.062710761,2.984489653,13.680426255
7,1.440776874,6.116857567,0.035831081,0.068639293,0.072066424,0.062291583,3.461742672,15.494754192
8,1.760131644,7.163278667,0.030784487,0.032151557,0.063626553,0.061747664,3.959397827,18.429594249
9,2.009483786,7.728881757,0.040040402,0.054472052,0.07107311,0.066110886,4.498445696,21.24493753
10,2.132044031,10.45952652,0.032381699,0.045619327,0.074605762,0.087045929,4.797800749,22.113864831
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
1,0.487399716,,,,,,,
2,0.907471508,,,,,,,
3,1.376600801,,,,,,,
4,2.217592219,,,,,,,
5,2.68979089,,,,,,,
6,2.984489653,,,,,,,
7,3.461742672,,,,,,,
8,3.959397827,,,,,,,
9,4.498445696,,,,,,,
10,4.797800749,,,,,,,
1,1.992483486,,,,,,,
2,3.905170776,,,,,,,
3,6.727042331,,,,,,,
4,8.857151738,,,,,,,
5,11.166500593,,,,,,,
6,13.680426255,,,,,,,
7,15.494754192,,,,,,,
8,18.429594249,,,,,,,
9,21.24493753,,,,,,,
10,22.113864831,,,,,,,
