scale_factor,query,prob_eval(s)
1,tpch_1_p.sql,36.36125180950000000000
2,tpch_1_p.sql,78.74063278300000000000
3,tpch_1_p.sql,125.39994245850000000000
4,tpch_1_p.sql,174.77839285750000000000
5,tpch_1_p.sql,230.12228040750000000000
