noprov_i,noprov,prov_i,prov,why_i,why,gprom_i,gprom,gprom_has_i,gprom_has,gprom_rw_i,gprom_rw
9.70161718400000000000,10.57832504900000000000,39.00186411900000000000,39.20747831950000000000,320.40751399550000000000,321.98956938600000000000,716.862879328,3000.00,651.257928297,3000,651.838906804,653.719166335
