scale_factor,query,time(s)
1,7_tpch.sql,.93381943650000000000
1,9_tpch.sql,13.43389085800000000000
2,7_tpch.sql,2.24020306500000000000
2,9_tpch.sql,27.24612763350000000000
3,7_tpch.sql,3.76919125100000000000
3,9_tpch.sql,41.21908144450000000000
4,7_tpch.sql,5.32556967100000000000
4,9_tpch.sql,109.20311972150000000000
