scale_factor,query,time(s)
1,3_tpch.sql,28.82342067550000000000
2,3_tpch.sql,68.37066011150000000000
3,3_tpch.sql,146.17538394240000000000
4,3_tpch.sql,329.55324623010000000000
5,3_tpch.sql,510.03361446460000000000
6,3_tpch.sql,735.51196393730000000000
7,3_tpch.sql,1088.15961552550000000000
8,3_tpch.sql,1769.56862849270000000000
9,3_tpch.sql,2234.34232428900000000000
